Title,Loose Price,CIB Price,New Price,
NES Four Score,$15.00,$41.00,$53.99
Sesame Street Big Bird's Hide and Speak,$5.60,$16.23,$49.06
Times of Lore,$41.98,$87.99,$145.81
Lemmings,$28.50,$67.57,$140.00
Bump 'n' Jump,$7.77,$21.55,$61.62
Nintendo NES Sports Set Console,$60.79,$164.13,$525.18
Ring King,$8.68,$28.92,$114.95
Low G Man,$7.50,$21.47,$64.99
Tennis,$7.30,$29.93,$127.50
Krusty's Fun House,$11.53,$30.29,$95.64
Might and Magic,$39.99,$84.87,$216.30
Ninja Kid,$8.88,$44.99,$111.97
Paperboy 2,$17.50,$28.35,$191.38
RBI Baseball 2,$7.74,$17.50,$92.97
Image Fight,$12.76,$38.14,$50.38
Metroid [5 Screw],$16.89,$93.00,$223.46
Fist of the North Star,$15.57,$34.03,$73.00
Starship Hector,$9.55,$31.25,$53.00
Quattro Sports,$7.43,$13.51,$25.50
Star Soldier,$6.69,$22.73,$49.06
Athena,$9.50,$34.52,$261.12
Volleyball,$10.55,$116.78,$523.67
Advanced Dungeons & Dragons Heroes of the Lance,$9.88,$23.47,$148.95
Sesame Street 123,$4.27,$9.94,$40.73
The Rocketeer,$9.29,$22.81,$87.02
Arkanoid [Controller Bundle],$64.67,$122.72,$234.99
Zanac,$14.06,$46.04,$75.01
Heavy Shreddin',$5.13,$16.29,$53.36
Super Sprint,$7.33,$14.42,$44.99
Flight of the Intruder,$7.40,$19.75,$38.95
Wizardry: Knight of Diamonds Second Scenario,$21.99,$60.05,$147.93
Hoops,$4.02,$9.47,$30.21
Predator,$11.10,$47.47,$256.98
Sky Kid,$13.98,$33.81,$500.01
The Ren and Stimpy Show Buckeroos,$18.48,$51.00,$149.99
Little League Baseball,$9.00,$23.39,$69.99
Robin Hood Prince of Thieves,$6.75,$17.91,$38.47
Cliffhanger,$38.79,$101.34,$184.69
Classic Concentration,$6.91,$19.44,$62.21
ORB 3D,$5.40,$19.47,$34.79
Robocop 3,$26.99,$53.97,$170.62
Talking Super Jeopardy,$5.02,$8.99,$31.49
Indiana Jones and the Last Crusade [Ubisoft],$99.48,$121.75,$391.10
Space Shuttle,$17.43,$37.09,$83.28
RoadBlasters,$5.92,$15.98,$51.00
Spiritual Warfare,$15.51,$44.99,$71.12
Terminator 2 Judgment Day,$7.37,$18.22,$86.10
American Gladiators,$7.57,$15.00,$35.22
Castlevania [5 Screw],$23.99,$111.90,$224.00
BreakThru,$7.82,$29.73,$949.99
Twin Eagle,$9.61,$21.99,$50.93
Archon,$11.22,$29.99,$40.50
WWF Wrestlemania Steel Cage Challenge,$7.06,$23.05,$63.52
Quickshot Joystick,$7.80,$21.04,$65.49
Racermate Challenge II,$154.64,,
Championship Bowling,$4.12,$9.99,$34.98
Castle of Deceit,$89.99,$144.88,$145.68
Goal,$5.34,$8.43,$21.87
Robocop 2,$12.50,$39.40,$118.21
Othello,$4.14,$9.35,$16.49
Exodus Journey to the Promised Land,$11.13,$19.97,$58.00
Ikari Warriors III: The Rescue,$22.00,$56.47,$154.50
Home Alone 2 Lost In New York,$5.41,$14.96,$97.06
Skate or Die 2,$6.99,$14.41,$86.41
Alpha Mission,$7.37,$34.63,$114.99
Puss N' Boots: Pero's Great Adventure,$12.95,$25.22,$108.25
Fantasy Zone,$18.63,$29.98,$85.40
Burai Fighter,$8.68,$20.13,$62.00
Rock 'n Ball,$6.46,$14.88,$45.40
Boulder Dash,$13.87,$20.49,$75.72
Stanley The Search for Dr Livingston,$29.95,$51.59,$125.35
Infiltrator,$5.24,$12.27,$36.50
Star Trek The Next Generation,$19.99,$36.99,$159.99
Blues Brothers,$30.59,$50.48,$129.99
Death Race,$29.53,$63.84,$204.29
King Neptune's Adventure,$70.54,$189.44,$263.19
Barker Bill's Trick Shooting,$6.97,$13.37,$33.00
Genghis Khan,$10.75,$26.03,$94.30
Dance Aerobics,$4.99,$12.50,$32.99
The Adventures of Rocky and Bullwinkle and Friends,$11.39,$31.50,$53.50
Soccer,$6.16,$118.93,$380.42
Gyromite [ROB Bundle],$377.30,$499.96,$3131.60
Muppet Adventure,$6.99,$23.49,$70.67
Pipe Dream,$5.30,$16.99,$37.08
Top Players Tennis,$5.00,$12.50,$31.15
Where's Waldo,$7.00,$21.83,$72.01
Hook,$8.99,$19.22,$100.00
Hunt for Red October,$5.50,$16.22,$42.60
Nintendo World Championship [Reproduction],$69.00,$69.99,$77.49
After Burner,$8.77,$27.15,$70.20
Chessmaster,$4.67,$13.31,$46.48
Rampart,$10.00,$25.42,$47.77
Hatris,$16.37,$39.96,$127.90
RBI Baseball 3,$10.00,$15.73,$29.01
Sesame Street ABC and 123,$7.45,$15.72,$56.94
Mutant Virus,$28.39,$33.72,$67.27
Flying Warriors,$12.56,$42.25,$75.01
Laser Invasion,$13.85,$24.10,$58.99
Pesterminator,$52.16,$67.63,$331.54
Barbie,$7.40,$19.04,$72.94
Cobra Command,$6.17,$19.43,$44.97
Roller Games,$5.60,$19.84,$46.33
Cleaning Kit,$9.27,$12.50,$17.07
Crystal Mines,$24.10,$40.81,$53.30
Lethal Weapon,$34.36,$94.92,$124.42
Jimmy Connors Tennis,$66.59,$134.99,$339.99
Baseball Stars 2,$15.83,$34.99,$112.21
Blue Marlin,$11.43,$19.99,$39.71
Incredible Crash Dummies,$18.57,$37.49,$60.84
Metal Fighter,$18.11,$29.50,$40.00
Wally Bear and the No Gang,$30.04,$58.00,$219.50
Bases Loaded 3,$5.48,$15.45,$27.14
James Bond Jr,$24.99,$48.00,$140.35
Klax,$8.32,$14.82,$45.21
MUSCLE,$10.07,$50.00,$160.01
Lode Runner,$8.37,$30.17,$750.00
Skull and Crossbones,$9.31,$20.03,$47.00
Blackjack,$34.00,$64.96,$129.64
Roger Clemens' MVP Baseball,$3.25,$9.99,$32.00
Mechanized Attack,$14.26,$27.19,$59.36
Sesame Street ABC,$4.30,$11.99,$36.50
World Games,$5.87,$15.49,$55.53
Darkman,$14.37,$29.97,$67.86
Firehawk,$9.77,$23.34,$52.83
Battle Chess,$7.32,$16.38,$33.27
Alien 3,$20.98,$36.98,$104.41
Toobin',$12.93,$24.57,$116.43
Maxi 15,$46.78,$82.46,$141.77
Qix,$30.95,$52.88,$166.71
The Last Ninja,$19.08,$43.00,$220.99
Adventures of Rad Gravity,$19.15,$36.66,$64.42
Mig 29,$7.59,$19.77,$32.01
Captain Planet and the Planeteers,$12.49,$29.99,$95.68
M.U.L.E.,$17.95,$42.49,$74.00
Magic Darts,$8.47,$13.88,$39.75
Race America,$42.35,$85.98,$146.51
Videomation,$6.95,$10.58,$49.95
World Champ,$32.22,$55.47,$100.00
Master Chu and the Drunkard Hu,$32.42,$54.31,$122.03
Galaxy 5000,$22.10,$74.63,$134.57
Last Starfighter,$14.85,$29.56,$132.00
Street Cop,$25.17,$25.31,$76.00
Battleship,$15.00,$29.99,$35.59
Goal 2,$25.02,$41.07,$116.17
Magician,$26.84,$55.00,$187.99
Operation Secret Storm,$77.49,$108.99,$395.61
Mega Man [5 Screw],,,
Joshua: The Battle of Jericho,$17.42,$33.10,$54.22
The Untouchables,$15.75,$25.99,$37.58
WWF King of the Ring,$23.41,$42.42,$170.48
Conflict,$11.95,$23.48,$118.61
Pac-Mania,$14.80,$30.36,$55.64
Super Cars,$14.59,$36.44,$120.35
Tecmo NBA Basketball,$7.84,$14.55,$55.30
Lunar Pool,$4.46,$13.04,$60.00
Winter Games,$4.97,$16.86,$31.00
Galactic Crusader,$31.53,$80.23,$129.95
The Simpsons Bartman Meets Radioactive Man,$16.26,$44.05,$129.99
Tecmo Baseball,$4.96,$11.00,$43.50
Home Alone,$8.56,$22.63,$80.59
Castelian,$18.88,$40.00,$61.99
Motor City Patrol,$39.19,$57.00,$152.24
Side Pocket,$5.93,$16.05,$54.00
Legends of the Diamond,$11.77,$22.31,$72.00
Wayne Gretzky Hockey,$6.26,$18.21,$46.00
Battletank,$7.01,$15.23,$17.99
High Speed,$7.68,$18.49,$48.40
Spelunker,$10.58,$29.83,$95.90
Tiny Toon Adventures Cartoon Workshop,$14.44,$24.03,$46.92
Digger T Rock,$13.99,$25.00,$100.00
Trolls on Treasure Island,$20.00,$53.52,$171.27
Baseball Simulator 1.000,$6.23,$18.82,$64.50
Overlord,$10.99,$26.00,$77.97
Eliminator Boat Duel,$15.52,$32.98,$69.08
Gotcha [5 Screw],,,
Family Feud,$8.68,$17.48,$48.10
Gyromite [5 Screw],$6.93,$24.74,$58.85
Caesar's Palace,$4.34,$11.17,$33.58
Ghosts 'n Goblins [5 Screw],$14.85,$49.95,$143.50
Jeopardy Jr,$4.94,$11.49,$44.99
Mickey's Safari in Letterland,$12.00,$35.55,$72.76
Stunt Kids,$31.13,$65.02,$139.49
Puzznic,$10.95,$22.74,$49.25
Short Order/Eggsplode,$7.40,$19.99,$39.99
Golf Grand Slam,$12.30,$31.30,$51.00
Twin Cobra,$9.95,$25.48,$69.99
Formula One Built To Win,$27.08,$49.19,$76.24
Hudson Hawk,$10.62,$19.99,$45.00
Championship Pool,$12.95,$23.51,$54.24
Racket Attack,$4.53,$11.29,$30.49
Deathbots,$16.66,$31.03,$57.37
Bo Jackson Baseball,$5.14,$19.56,$42.04
Linus Spacehead's Cosmic Adventure,$93.27,$175.12,$329.99
Greg Norman's Golf Power,$9.07,$17.99,$35.00
Monster Truck Rally,$18.47,$30.66,$98.11
Pyramid,$9.96,$23.78,$51.73
Donkey Kong Jr Math [5 Screw],$75.99,$487.67,$1560.53
Donkey Kong [5 Screw],$32.95,$174.28,$423.55
Duck Hunt [5 Screw],$7.06,$35.28,$67.23
Quickshot Sighting Scope,$41.31,$87.71,$280.67
Ultimate Air Combat,$25.55,$52.88,$106.16
George Foreman's KO Boxing,$5.96,$21.62,$41.83
Gold Medal Challenge '92,$11.18,$26.99,$69.00
Loopz,$7.71,$12.50,$58.10
1942 [5 Screw],$13.14,$29.24,$101.43
Shockwave,$17.96,$32.93,$49.99
Raid on Bungeling Bay,$6.99,$25.81,$99.99
All-Pro Basketball,$5.82,$24.54,$69.95
F-15 City War,$6.44,$17.56,$37.00
Rad Racket: Deluxe Tennis II,$50.00,$89.99,$287.97
Tagin' Dragon,$41.21,$68.55,$237.58
Wheel of Fortune Featuring Vanna White,$6.83,$14.99,$30.78
Thunderbirds,$10.95,$30.99,$71.00
Hollywood Squares,$6.93,$11.41,$25.28
3D WorldRunner [5 Screw],$7.95,$20.54,$65.73
Raid 2020,$16.29,$44.55,$58.00
The Goonies II [5 Screw],$24.00,$29.99,$172.45
Ferrari Grand Prix Challenge,$8.38,$20.73,$67.73
F-117A Stealth Fighter,$10.41,$34.92,$66.99
Mission Cobra,$38.17,$61.64,$129.05
Kid Icarus [5 Screw],$18.26,$80.01,$204.89
Pictionary,$5.53,$8.53,$29.80
Rally Bike,$9.99,$19.94,$66.85
Tiles of Fate,$13.83,$27.01,$54.99
Harlem Globetrotters,$9.96,$20.69,$40.00
Laserscope,$34.39,$77.78,$100.32
Donkey Kong 3 [5 Screw],$14.76,$79.99,$188.08
Blades of Steel [Classic Series],$11.55,$39.98,$95.82
Fun House,$8.14,$20.24,$64.80
Hogan's Alley [5 Screw],$6.51,$21.50,$66.32
Mermaids of Atlantis,$46.12,$73.13,$122.38
Venice Beach Volleyball,$10.58,$27.84,$65.50
Indiana Jones and the Temple of Doom [Tengen],$8.97,$28.86,$233.50
Ski or Die,$7.92,$18.04,$49.47
Megacom 76,$35.00,,
Quattro Arcade,$14.86,$20.54,$44.13
Alpha Mission [5 Screw],$67.50,$182.22,$583.10
Michael Andretti's World GP,$5.52,$18.51,$59.19
Wrecking Crew [5 Screw],$16.45,$66.62,$163.87
Great Waldo Search,$16.98,$42.45,$71.00
Excitebike [5 Screw],$11.15,$35.28,$112.42
Ultimate Basketball,$5.24,$14.99,$43.36
Nintendo Campus Challenge 1991 [Reproduction],$75.00,$83.00,$85.00
Sesame Street Countdown,$11.98,$28.37,$40.07
Nigel Mansell's World Championship Racing,$14.99,$32.55,$125.50
Tag Team Wrestling [5 Screw],$4.61,$19.99,$45.21
Clu Clu Land [5 Screw],$26.13,$271.20,$271.82
Wheel of Fortune Junior Edition,$5.12,$11.51,$136.24
Cyberball,$12.75,$23.00,$72.00
Robodemons,$33.00,$42.67,$130.99
Break Time The National Pool Tour,$11.89,$19.61,$42.01
California Raisins The Great Escape [Reproduction],$48.00,$90.00,$340.82
Nintendo World Championship [25th Anniversary Reproduction],$162.45,$283.06,$905.79
Touchdown Fever,$10.76,$26.99,$54.50
Rollerblade Racer,$14.97,$39.95,$78.50
F-15 Strike Eagle,$8.98,$18.00,$74.05
Puzzle,$13.02,$27.99,$28.10
Double Strike,$14.84,$37.50,$99.99
Klashball,$13.74,$16.95,$41.18
MTV Remote Control,$5.46,$17.70,$43.44
Silent Assault,$18.38,$26.75,$89.16
Solitaire,$20.81,$39.97,$127.78
Impossible Mission II [SEI],$23.56,$67.47,$215.90
P'radikus Conflict,$55.69,$63.93,$92.85
Fisher Price I Can Remember,$6.47,$21.54,$59.95
Town & Country II: Thrilla's Surfari,$17.46,$62.01,$93.61
Fisher-Price Firehouse Rescue,$18.46,$49.84,$111.50
Balloon Fight [5 Screw],$24.06,$71.00,$199.86
Wild Gunman [5 Screw],$18.99,$62.50,$157.62
10-Yard Fight [5 Screw],$5.05,$15.95,$41.92
Aladdin Deck Enhancer,$12.55,$22.22,$39.99
Arkanoid [5 Screw],$12.00,$33.08,$105.86
Athena [5 Screw],$8.45,$75.00,$91.24
Athletic World [5 Screw],$14.33,$37.17,$118.94
Baseball [5 Screw],$5.33,$15.00,$48.00
Big Nose Freaks Out [Aladdin],$14.68,$15.34,$132.75
Breakthru [5 Screw],$10.11,$27.47,$87.90
Chubby Cherub [5 Screw],$70.01,$180.87,$578.78
Commando [5 Screw],$7.50,$19.47,$59.78
Deadly Towers [5 Screw],$18.52,$50.00,$160.00
Dizzy the Adventurer,$42.00,$113.20,$349.28
Donkey Kong Jr [5 Screw],$21.14,$175.00,$345.16
Double Dribble [5 Screw],$5.99,$13.37,$42.78
Elevator Action [5 Screw],$8.86,$9.69,$52.47
Family Fun Fitness Pad,,,
Fantastic Adventures of Dizzy [Aladdin],$1.07,$2.89,$11.25
Fisher Price Perfect Fit,$6.11,$19.99,$108.23
Gauntlet [Gray Cart],$11.79,$19.99,$20.00
Golf [5 Screw],$4.49,$13.00,$41.60
Gradius [5 Screw],$13.04,$39.66,$107.40
Gumshoe [5 Screw],$8.70,$35.99,$89.40
Ice Climber [5 Screw],$17.24,$82.49,$184.81
Ikari Warriors [5 Screw],$7.17,$39.95,$105.38
Impossible Mission II [AVE],$17.98,$19.99,$41.00
Jaws [5 Screw],,,
Karate Champ [5 Screw],$5.88,$29.32,$67.66
Kid Niki Radical Ninja [5 Screw],,,
Kung Fu [5 Screw],$9.00,$27.99,$74.70
Legend of Kage [5 Screw],$6.46,$17.44,$55.81
Linus Spacehead's Cosmic Adventure [Aladdin],$2.23,$6.02,$20.00
Lode Runner [5 Screw],$8.98,$35.00,$88.89
Lunar Pool [5 Screw],$3.91,$3.92,$12.51
MUSCLE [5 Screw],$9.13,$12.00,$49.37
Mach Rider [5 Screw],$7.64,$31.95,$78.32
Micro Machines [Aladdin],$13.99,$13.99,$15.50
Mighty Bomb Jack [5 Screw],$7.60,$13.50,$43.20
Mike Tyson's Punch-Out [5 Screw],$672.41,$1815.50,$5809.59
Ninja Kid [5 Screw],$9.99,$26.97,$85.08
Nintendo NES Power Set Console,$164.83,$445.01,$1370.58
Pac-Man [Tengen Gray],$11.52,$31.88,$102.01
Pinball [5 Screw],$8.00,$24.99,$72.54
Popeye [5 Screw],$14.48,$64.95,$142.92
Pro Wrestling [5 Screw],$7.20,$49.99,$92.74
Quattro Adventure [Aladdin],$1.61,$4.35,$12.51
Quattro Sports [Aladdin],$3.99,$8.99,$13.99
RBI Baseball [Gray Cart],$11.11,$27.89,$89.25
Rad Racer [5 Screw],$4.99,$18.99,$48.61
Raid on Bungeling Bay [5 Screw],$10.00,$27.00,$83.00
Ring King [5 Screw],$8.17,$25.91,$82.91
Roundball 2-on-2 Challenge,$9.60,$23.37,$45.00
Rush'n Attack [5 Screw],$6.99,$23.23,$74.34
Rygar [5 Screw],$10.73,$34.44,$110.21
Section-Z [5 Screw],$6.32,$24.99,$68.98
Sharp Nintendo NES TV,$950.00,$2564.02,$7888.16
Sky Kid [5 Screw],$13.99,$48.95,$120.86
Slalom [5 Screw],$6.95,$50.78,$99.41
Soccer [5 Screw],$10.00,$45.85,$133.47
Solomon's Key [5 Screw],$14.89,$34.43,$110.18
Spelunker [5 Screw],$12.55,$33.72,$109.70
Spy Hunter [5 Screw],$6.73,$25.01,$80.03
Sqoon [5 Screw],$72.47,$649.99,$1371.99
Stack-Up [5 Screw],$99.60,$455.00,$826.76
Star Force [5 Screw],$9.99,$26.97,$82.92
Star Voyager [5 Screw],$6.88,$15.99,$51.17
Stinger [5 Screw],$11.94,$24.52,$78.46
Super Pitfall [5 Screw],$25.03,$66.37,$212.38
Tennis [5 Screw],$8.50,$30.00,$83.36
Tiger-Heli [5 Screw],$11.00,$29.70,$91.30
Top Gun [5 Screw],$8.20,$22.14,$68.06
Track and Field [5 Screw],$9.88,$23.49,$81.57
Trojan [5 Screw],$7.96,$33.48,$87.11
Ultimate League Soccer,$23.48,$64.89,$177.50
Urban Champion [5 Screw],$10.02,$71.00,$154.98
Volleyball [5 Screw],$10.20,$75.24,$149.80
Winter Games [5 Screw],$4.02,$16.58,$53.04
Wizards and Warriors [5 Screw],$10.91,$22.09,$70.69
Zanac [5 Screw],$21.94,$59.24,$182.10
